ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
23265,JA243044,04/28/2017 05:30:00 PM,096XX S WENTWORTH AVE,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,0511,005,21,49,01A,1176648,1840933,2017,05/05/2017 03:50:30 PM,41.718864262,-87.628596003,"(41.718864262, -87.628596003)"
23264,JA243423,04/28/2017 11:22:00 PM,025XX N KOSTNER AVE,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,2524,025,31,20,01A,1146622,1916274,2017,05/05/2017 03:50:30 PM,41.926232713,-87.736656017,"(41.926232713, -87.736656017)"
23263,JA243152,04/28/2017 07:36:00 PM,006XX N LOREL AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1524,015,37,25,01A,1140566,1903638,2017,05/05/2017 03:50:30 PM,41.891671574,-87.759220011,"(41.891671574, -87.759220011)"
23262,JA242521,04/28/2017 11:30:00 AM,002XX S KILPATRICK AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1113,011,28,25,01A,1145092,1898568,2017,05/05/2017 03:50:30 PM,41.877674594,-87.742726024,"(41.877674594, -87.742726024)"
22703,HZ391108,08/14/2016 12:45:00 AM,029XX W 82ND ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0835,008,18,70,01A,1157998,1850099,2016,05/05/2017 03:49:10 PM,41.74441593,-87.696656735,"(41.74441593, -87.696656735)"
21175,HW555373,12/02/2013 11:27:00 AM,061XX N BROADWAY,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,2433,024,48,77,01A,1167193,1940784,2013,05/05/2017 03:49:10 PM,41.993071409,-87.660360074,"(41.993071409, -87.660360074)"
23261,JA241596,04/27/2017 05:15:00 PM,084XX S PAXTON AVE,0110,HOMICIDE,FIRST DEGREE MURDER,PORCH,false,false,0412,004,8,46,01A,1192310,1849531,2017,05/04/2017 03:57:25 PM,41.742091856,-87.570953222,"(41.742091856, -87.570953222)"
23259,JA237720,04/24/2017 07:32:00 PM,029XX W WASHINGTON BLVD,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,1222,012,2,27,01A,1156738,1900541,2017,05/01/2017 03:53:39 PM,41.882860826,-87.699911209,"(41.882860826, -87.699911209)"
23257,JA237245,04/24/2017 03:07:00 PM,069XX S DORCHESTER AVE,0110,HOMICIDE,FIRST DEGREE MURDER,PORCH,false,false,0321,003,5,43,01A,1186741,1859087,2017,05/01/2017 03:53:39 PM,41.768448004,-87.591055569,"(41.768448004, -87.591055569)"
23256,JA235961,04/23/2017 02:00:00 PM,004XX E GARFIELD BLVD,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,0233,002,20,40,01A,1179973,1868523,2017,04/30/2017 03:50:43 PM,41.794498909,-87.615574628,"(41.794498909, -87.615574628)"
23255,JA236366,04/23/2017 07:59:00 PM,002XX W 61ST PL,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0711,007,20,68,01A,1175488,1864144,2017,04/30/2017 03:50:43 PM,41.782584059,-87.632151853,"(41.782584059, -87.632151853)"
23252,JA235159,04/22/2017 09:13:00 PM,028XX E 76TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0421,004,7,43,01A,1196217,1855460,2017,04/29/2017 03:49:38 PM,41.758265604,-87.556442174,"(41.758265604, -87.556442174)"
23250,JA234229,04/21/2017 10:42:00 PM,059XX S PAULINA ST,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,0714,007,15,67,01A,1166027,1865335,2017,04/28/2017 03:58:42 PM,41.786058787,-87.666804803,"(41.786058787, -87.666804803)"
22355,HZ167242,02/27/2016 04:11:00 PM,009XX W 85TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,true,false,0613,006,21,71,01A,1171616,1848471,2016,04/27/2017 03:49:00 PM,41.739661151,-87.646806288,"(41.739661151, -87.646806288)"
23247,JA230334,04/19/2017 12:13:00 AM,107XX S INDIANA AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0513,005,9,49,01A,1179482,1833827,2017,04/26/2017 03:52:19 PM,41.69930032,-87.618432157,"(41.69930032, -87.618432157)"
23246,JA229146,04/18/2017 08:30:00 AM,051XX S HALSTED ST,0110,HOMICIDE,FIRST DEGREE MURDER,GAS STATION,false,false,0935,009,3,61,01A,1171836,1870955,2017,04/25/2017 03:55:00 PM,41.801355133,-87.645341277,"(41.801355133, -87.645341277)"
23245,JA229146,04/18/2017 08:30:00 AM,051XX S HALSTED ST,0110,HOMICIDE,FIRST DEGREE MURDER,GAS STATION,false,false,0935,009,3,61,01A,1171836,1870955,2017,04/25/2017 03:55:00 PM,41.801355133,-87.645341277,"(41.801355133, -87.645341277)"
23244,JA228030,04/17/2017 11:53:00 AM,070XX S CHAPPEL AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0331,003,5,43,01A,1191100,1858528,2017,04/25/2017 03:53:10 PM,41.766809722,-87.575096041,"(41.766809722, -87.575096041)"
23243,JA227655,04/17/2017 03:53:00 AM,002XX W GARFIELD BLVD,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0935,009,3,37,01A,1175647,1868500,2017,04/24/2017 03:57:11 PM,41.794533814,-87.631438536,"(41.794533814, -87.631438536)"
23242,JA226662,04/16/2017 02:57:00 AM,013XX S FAIRFIELD AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1023,010,28,29,01A,1158250,1893496,2017,04/23/2017 03:49:01 PM,41.863497896,-87.694551593,"(41.863497896, -87.694551593)"
23163,JA163782,02/22/2017 09:00:00 PM,114XX S ADA ST,0110,HOMICIDE,FIRST DEGREE MURDER,YARD,true,false,2234,022,34,75,01A,1169387,1828713,2017,04/20/2017 03:55:54 PM,41.68549067,-87.655542844,"(41.68549067, -87.655542844)"
23148,JA158021,02/18/2017 03:00:00 AM,050XX S ASHLAND AVE,0110,HOMICIDE,FIRST DEGREE MURDER,CLUB,true,false,0933,009,16,61,01A,1166527,1871303,2017,04/20/2017 03:55:54 PM,41.802425043,-87.664801389,"(41.802425043, -87.664801389)"
23240,JA221874,04/12/2017 01:04:00 PM,054XX W KAMERLING AVE,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,2532,025,37,25,01A,1139843,1908453,2017,04/19/2017 03:53:51 PM,41.904897757,-87.761757487,"(41.904897757, -87.761757487)"
23237,JA220249,04/10/2017 10:20:00 PM,111XX S INDIANA AVE,0110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,false,false,0531,005,9,49,01A,1179555,1831049,2017,04/17/2017 04:10:24 PM,41.691675435,-87.618249313,"(41.691675435, -87.618249313)"
23241,JA154850,02/15/2017 03:27:00 PM,039XX S ALBANY AVE,0110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,true,false,0921,009,14,58,01A,1156327,1878134,2017,04/17/2017 04:05:36 PM,41.821381819,-87.702025334,"(41.821381819, -87.702025334)"
23227,JA214860,04/06/2017 05:06:00 PM,023XX E 83RD ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0412,004,8,46,01A,1193039,1850391,2017,04/17/2017 04:05:36 PM,41.744434016,-87.568254211,"(41.744434016, -87.568254211)"
23233,JA218120,04/09/2017 06:39:00 AM,048XX N ROCKWELL ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,2031,020,47,4,01A,1158164,1931969,2017,04/16/2017 03:50:22 PM,41.969072544,-87.69381415,"(41.969072544, -87.69381415)"
23231,JA218894,04/09/2017 07:30:00 PM,131XX S LANGLEY AVE,0110,HOMICIDE,FIRST DEGREE MURDER,CHA PARKING LOT,false,false,0533,005,9,54,01A,1183246,1818319,2017,04/16/2017 03:50:22 PM,41.656657626,-87.605130097,"(41.656657626, -87.605130097)"
23230,JA217533,04/08/2017 07:03:00 PM,012XX W 81ST ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0613,006,21,71,01A,1169506,1851072,2017,04/15/2017 03:52:51 PM,41.746844585,-87.654461825,"(41.746844585, -87.654461825)"
23220,JA209712,04/02/2017 01:15:00 PM,083XX S ADA ST,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,true,false,0613,006,21,71,01A,1168781,1849456,2017,04/15/2017 03:51:05 PM,41.742425722,-87.657164943,"(41.742425722, -87.657164943)"
23234,JA215572,04/07/2017 06:35:00 AM,050XX N OAK PARK AVE,0110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,false,false,1613,016,41,10,01A,1130189,1933037,2017,04/14/2017 03:50:04 PM,41.972530174,-87.796654864,"(41.972530174, -87.796654864)"
23229,JA216466,04/07/2017 07:12:00 PM,049XX S KOSTNER AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0815,008,23,57,01A,1147862,1871512,2017,04/14/2017 03:50:04 PM,41.803376553,-87.733249277,"(41.803376553, -87.733249277)"
23228,JA215999,04/07/2017 02:13:00 PM,003XX N CENTRAL AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1512,015,29,25,01A,1138978,1901836,2017,04/14/2017 03:50:04 PM,41.886755667,-87.765095923,"(41.886755667, -87.765095923)"
23153,JA160296,02/20/2017 07:21:00 AM,031XX W MADISON ST,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,true,false,1124,011,28,27,01A,1155522,1899851,2017,04/14/2017 03:48:27 PM,41.880991939,-87.704394994,"(41.880991939, -87.704394994)"
23238,G647504,02/11/2017 06:32:00 PM,011XX W 51ST ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0933,009,16,61,01A,1169363,1870973,2017,04/13/2017 03:51:25 PM,41.801458486,-87.654410134,"(41.801458486, -87.654410134)"
23059,JA100252,01/01/2017 05:19:00 AM,046XX N BROADWAY,0110,HOMICIDE,FIRST DEGREE MURDER,TAVERN,true,false,1914,019,46,3,01A,1167937,1930954,2017,04/13/2017 03:51:25 PM,41.966081547,-87.657908498,"(41.966081547, -87.657908498)"
23226,JA213482,04/05/2017 03:40:00 PM,013XX S LAWNDALE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1011,010,24,29,01A,1151920,1893559,2017,04/12/2017 03:51:40 PM,41.863797669,-87.717787055,"(41.863797669, -87.717787055)"
23225,JA212856,04/04/2017 11:21:00 PM,056XX S ELIZABETH ST,0110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,false,false,0713,007,16,67,01A,1168949,1867463,2017,04/11/2017 03:57:40 PM,41.791835611,-87.656029847,"(41.791835611, -87.656029847)"
23223,JA208557,04/03/2017 09:45:00 AM,021XX N TRIPP AVE,0110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,false,false,2522,025,30,20,01A,1147699,1913932,2017,04/10/2017 03:50:20 PM,41.919785411,-87.732758787,"(41.919785411, -87.732758787)"
23222,JA209975,04/02/2017 05:02:00 PM,035XX W VAN BUREN ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1133,011,28,27,01A,1152795,1897796,2017,04/09/2017 03:57:12 PM,41.875407204,-87.71446282,"(41.875407204, -87.71446282)"
23221,JA209975,04/02/2017 05:02:00 PM,035XX W VAN BUREN ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1133,011,28,27,01A,1152795,1897796,2017,04/09/2017 03:57:12 PM,41.875407204,-87.71446282,"(41.875407204, -87.71446282)"
23215,JA207586,03/31/2017 05:12:00 PM,087XX S SAGINAW AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0423,004,7,46,01A,1195394,1847556,2017,04/07/2017 03:54:07 PM,41.736596762,-87.559718766,"(41.736596762, -87.559718766)"
23213,JA198984,03/31/2017 03:20:00 AM,017XX W 72ND ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0735,007,17,67,01A,1166092,1856953,2017,04/07/2017 03:54:07 PM,41.763056104,-87.666804669,"(41.763056104, -87.666804669)"
23212,JA206745,03/31/2017 01:49:00 AM,070XX S SOUTH SHORE DR,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,0331,003,5,43,01A,1193450,1858554,2017,04/07/2017 03:54:07 PM,41.766823898,-87.56648168,"(41.766823898, -87.56648168)"
23211,JA206745,03/31/2017 01:50:00 AM,070XX S SOUTH SHORE DR,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,0331,003,5,43,01A,1193450,1858554,2017,04/07/2017 03:54:07 PM,41.766823898,-87.56648168,"(41.766823898, -87.56648168)"
4819,HN118196,10/27/2008 06:00:00 AM,042XX S PRAIRIE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0214,002,3,38,01A,1178742,1877048,2008,04/07/2017 03:52:13 PM,41.817920375,-87.619829115,"(41.817920375, -87.619829115)"
22922,HZ502487,11/04/2016 05:41:00 PM,047XX W CONGRESS PKWY,0110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,false,false,1131,011,24,25,01A,1144813,1897272,2016,11/11/2016 03:50:10 PM,41.874123475,-87.743783138,"(41.874123475, -87.743783138)"
22921,HZ502205,11/04/2016 02:34:00 PM,089XX S PARNELL AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,2223,022,21,71,01A,1174201,1845636,2016,11/11/2016 03:50:10 PM,41.731824557,-87.637419257,"(41.731824557, -87.637419257)"
22916,HZ500244,11/03/2016 12:08:00 AM,080XX S SOUTH SHORE DR,0110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,true,true,0422,004,7,46,01A,1198550,1852199,2016,11/11/2016 03:47:53 PM,41.749259065,-87.548001237,"(41.749259065, -87.548001237)"
22914,HZ500244,11/03/2016 12:08:00 AM,080XX S SOUTH SHORE DR,0110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,true,true,0422,004,7,46,01A,1198550,1852199,2016,11/11/2016 03:47:53 PM,41.749259065,-87.548001237,"(41.749259065, -87.548001237)"
22920,HZ501615,11/03/2016 11:11:00 PM,050XX W CONCORD PL,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,2533,025,37,25,01A,1142545,1910501,2016,11/10/2016 03:59:03 PM,41.910467863,-87.751781089,"(41.910467863, -87.751781089)"
22918,HZ501340,11/03/2016 06:20:00 PM,048XX S LAFLIN ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0933,009,20,61,01A,1167150,1872741,2016,11/10/2016 03:59:03 PM,41.806357759,-87.662475418,"(41.806357759, -87.662475418)"
22919,HZ497841,11/02/2016 04:45:00 PM,018XX W 58TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,PORCH,false,false,0715,007,15,67,01A,1164899,1866212,2016,11/09/2016 04:17:18 PM,41.788489307,-87.670915842,"(41.788489307, -87.670915842)"
22917,HZ492360,11/02/2016 08:22:00 AM,034XX W LEXINGTON ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1133,011,24,27,01A,1153461,1896486,2016,11/09/2016 04:17:18 PM,41.87179922,-87.712052326,"(41.87179922, -87.712052326)"
22910,HZ499993,11/02/2016 07:55:00 PM,071XX S RHODES AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0323,003,6,69,01A,1181140,1857864,2016,11/09/2016 04:17:18 PM,41.765222776,-87.611623357,"(41.765222776, -87.611623357)"
22906,HZ498768,11/01/2016 10:05:00 PM,067XX S WOLCOTT AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0726,007,15,67,01A,1164850,1859933,2016,11/08/2016 03:49:55 PM,41.771259949,-87.671272764,"(41.771259949, -87.671272764)"
22905,HZ497510,11/01/2016 02:58:00 AM,006XX N RIDGEWAY AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1122,011,27,23,01A,1151271,1904072,2016,11/08/2016 03:49:55 PM,41.892659233,-87.719893677,"(41.892659233, -87.719893677)"
22904,HZ497445,11/01/2016 01:00:00 AM,111XX S MICHIGAN AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0531,005,9,49,01A,1178790,1831249,2016,11/08/2016 03:49:55 PM,41.692241657,-87.621043998,"(41.692241657, -87.621043998)"
22909,HZ496623,10/31/2016 01:15:00 PM,122XX S GREEN ST,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,true,false,0524,005,34,53,01A,1172876,1823681,2016,11/07/2016 03:52:14 PM,41.671606006,-87.642918034,"(41.671606006, -87.642918034)"
22907,HZ451210,10/31/2016 01:01:00 PM,003XX E 81ST ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0623,006,6,44,01A,1179611,1851364,2016,11/07/2016 03:52:14 PM,41.747421126,-87.617425815,"(41.747421126, -87.617425815)"
22903,HZ497087,10/31/2016 08:00:00 PM,011XX W WILSON AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1913,019,46,3,01A,1167612,1930696,2016,11/07/2016 03:52:14 PM,41.96538061,-87.659110921,"(41.96538061, -87.659110921)"
22902,HZ496076,10/31/2016 04:09:00 AM,011XX W GARFIELD BLVD,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,false,false,0712,007,16,68,01A,1169495,1868187,2016,11/07/2016 03:52:14 PM,41.793810528,-87.654006786,"(41.793810528, -87.654006786)"
22901,HZ494522,10/30/2016 03:37:00 AM,011XX W 57TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0712,007,16,68,01A,1169518,1866994,2016,11/06/2016 03:51:13 PM,41.7905363,-87.653957017,"(41.7905363, -87.653957017)"
22900,HZ494906,10/30/2016 03:45:00 AM,004XX W EVERGREEN AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1821,018,27,8,01A,1172929,1909277,2016,11/06/2016 03:51:13 PM,41.906489594,-87.640198387,"(41.906489594, -87.640198387)"
22899,HZ494906,10/30/2016 04:46:00 AM,004XX W EVERGREEN AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1821,018,27,8,01A,1172929,1909277,2016,11/06/2016 03:51:13 PM,41.906489594,-87.640198387,"(41.906489594, -87.640198387)"
22897,HZ494886,10/30/2016 03:38:00 AM,022XX W JACKSON BLVD,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,1225,012,2,28,01A,1161646,1898661,2016,11/06/2016 03:51:13 PM,41.87760112,-87.681941224,"(41.87760112, -87.681941224)"
22896,HZ494803,10/30/2016 01:19:00 AM,079XX S VERNON AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0624,006,6,44,01A,1180622,1852384,2016,11/06/2016 03:51:13 PM,41.750196978,-87.61368999,"(41.750196978, -87.61368999)"
22895,HZ494787,10/30/2016 12:59:00 AM,034XX W HIRSCH ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1422,014,26,23,01A,1153118,1909095,2016,11/06/2016 03:51:13 PM,41.906406388,-87.712976948,"(41.906406388, -87.712976948)"
22894,HZ494532,10/29/2016 07:45:00 PM,084XX S HERMITAGE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,0614,006,18,71,01A,1166148,1848709,2016,11/05/2016 03:47:16 PM,41.740432213,-87.666833487,"(41.740432213, -87.666833487)"
22892,HZ492490,10/29/2016 06:02:00 PM,027XX N CENTRAL AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,2514,025,30,19,01A,1138565,1917823,2016,11/05/2016 03:47:16 PM,41.930633368,-87.766224435,"(41.930633368, -87.766224435)"
22891,HZ494305,10/29/2016 05:14:00 PM,002XX S KOSTNER AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1115,011,28,26,01A,1147095,1898548,2016,11/05/2016 03:47:16 PM,41.877581653,-87.735371961,"(41.877581653, -87.735371961)"
22886,HZ493415,10/29/2016 01:30:00 AM,012XX W 79TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,PARKING LOT,false,false,0612,006,21,71,01A,1169196,1852391,2016,11/05/2016 03:47:16 PM,41.750470807,-87.655559674,"(41.750470807, -87.655559674)"
22885,HZ493460,10/29/2016 03:15:00 AM,005XX S CENTRAL AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1522,015,29,25,01A,1139141,1897023,2016,11/05/2016 03:47:16 PM,41.873545204,-87.764614459,"(41.873545204, -87.764614459)"
22884,HZ493402,10/29/2016 01:03:00 AM,078XX S SOUTH SHORE DR,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0421,004,7,43,01A,1197842,1854031,2016,11/05/2016 03:47:16 PM,41.754303906,-87.550534489,"(41.754303906, -87.550534489)"
22887,HZ492467,10/28/2016 09:00:00 PM,064XX S DAMEN AVE,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,true,false,0726,007,15,67,01A,1164134,1861964,2016,11/04/2016 03:51:05 PM,41.776848381,-87.673840285,"(41.776848381, -87.673840285)"
22881,HZ493243,10/28/2016 10:58:00 PM,049XX W SUPERIOR ST,0110,HOMICIDE,FIRST DEGREE MURDER,VACANT LOT,false,false,1531,015,37,25,01A,1143211,1904513,2016,11/04/2016 03:51:05 PM,41.894023701,-87.74948414,"(41.894023701, -87.74948414)"
2335,HJ572458,08/19/2003 04:30:00 PM,005XX W BELDEN AVE,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,true,false,1812,018,43,7,01A,1172195,1915550,2003,11/04/2016 03:49:17 PM,41.923719259,-87.642709079,"(41.923719259, -87.642709079)"
22879,HZ491754,10/27/2016 06:56:00 PM,035XX W POLK ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1133,011,24,27,01A,1152951,1896142,2016,11/03/2016 03:49:09 PM,41.870865361,-87.713933868,"(41.870865361, -87.713933868)"
22878,HZ490739,10/27/2016 12:18:00 AM,010XX N WILLARD CT,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1213,012,27,24,01A,1167861,1906884,2016,11/03/2016 03:49:09 PM,41.900033914,-87.658884142,"(41.900033914, -87.658884142)"
22524,HZ293628,06/04/2016 06:52:00 PM,086XX S ASHLAND AVE,0110,HOMICIDE,FIRST DEGREE MURDER,GAS STATION,true,false,0614,006,21,71,01A,1167181,1847374,2016,11/03/2016 03:47:25 PM,41.736746762,-87.663086773,"(41.736746762, -87.663086773)"
22877,HZ490465,10/26/2016 07:16:00 PM,009XX N RACINE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,1213,012,27,24,01A,1168217,1906702,2016,11/02/2016 03:49:50 PM,41.899526807,-87.657581818,"(41.899526807, -87.657581818)"
22876,HZ490125,10/26/2016 04:00:00 PM,044XX N RACINE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1913,019,46,3,01A,1167489,1929640,2016,11/02/2016 03:49:50 PM,41.962485564,-87.659593692,"(41.962485564, -87.659593692)"
22871,HZ486151,10/24/2016 05:33:00 AM,019XX N KARLOV AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,2534,025,30,20,01A,1148740,1912604,2016,10/31/2016 03:49:40 PM,41.916121184,-87.728968343,"(41.916121184, -87.728968343)"
22870,HZ485316,10/23/2016 03:45:00 AM,024XX W LEXINGTON ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1135,011,2,28,01A,1160164,1896630,2016,10/30/2016 03:47:06 PM,41.872058601,-87.68743886,"(41.872058601, -87.68743886)"
22869,HZ485266,10/23/2016 03:30:00 AM,073XX N SHERIDAN RD,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,2423,024,49,1,01A,1166025,1948611,2016,10/30/2016 03:47:06 PM,42.014573954,-87.664431457,"(42.014573954, -87.664431457)"
22868,HZ485169,10/23/2016 03:44:00 PM,011XX W 81ST ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0612,006,21,71,01A,1169930,1851084,2016,10/30/2016 03:47:06 PM,41.746868325,-87.652907833,"(41.746868325, -87.652907833)"
22867,HZ485486,10/23/2016 08:22:00 AM,066XX S VERNON AVE,0110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,true,false,0312,003,20,42,01A,1180387,1861158,2016,10/30/2016 03:47:06 PM,41.774279153,-87.614282368,"(41.774279153, -87.614282368)"
22866,HZ485384,10/23/2016 09:28:00 AM,028XX S PULASKI RD,0110,HOMICIDE,FIRST DEGREE MURDER,GAS STATION,false,false,1031,010,22,30,01A,1150170,1884913,2016,10/30/2016 03:47:06 PM,41.840106225,-87.724436322,"(41.840106225, -87.724436322)"
22864,HZ484313,10/22/2016 10:41:00 AM,031XX W 24TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1033,010,24,30,01A,1155646,1887884,2016,10/29/2016 03:47:05 PM,41.848150711,-87.704261665,"(41.848150711, -87.704261665)"
22863,HZ484058,10/22/2016 02:02:00 AM,042XX W WILCOX ST,0110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,false,false,1115,011,28,26,01A,1148174,1898999,2016,10/29/2016 03:47:05 PM,41.878798552,-87.731398505,"(41.878798552, -87.731398505)"
22736,HZ409270,08/27/2016 02:36:00 PM,071XX S RHODES AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0323,003,6,69,01A,1181140,1857858,2016,10/28/2016 03:45:16 PM,41.765206312,-87.611623542,"(41.765206312, -87.611623542)"
3821,HM638642,10/03/2006 08:56:00 PM,058XX S STATE ST,0110,HOMICIDE,FIRST DEGREE MURDER,CAR WASH,true,false,0233,002,20,40,01A,1177272,1866331,2006,10/27/2016 03:51:06 PM,41.788545302,-87.625545223,"(41.788545302, -87.625545223)"
22862,HZ481088,10/19/2016 07:49:00 PM,003XX E 47TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0215,002,3,38,01A,1178930,1873923,2016,10/26/2016 03:50:11 PM,41.809340827,-87.619234738,"(41.809340827, -87.619234738)"
22861,HZ481118,10/19/2016 08:00:00 PM,043XX S PAULINA ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0924,009,12,61,01A,1165737,1875835,2016,10/26/2016 03:50:11 PM,41.814878195,-87.667569904,"(41.814878195, -87.667569904)"
22860,HZ479826,10/18/2016 08:04:00 PM,003XX E 130TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,PORCH,true,true,0533,005,9,54,01A,1180725,1819193,2016,10/25/2016 03:52:01 PM,41.659114092,-87.614328029,"(41.659114092, -87.614328029)"
22859,HZ479557,10/18/2016 06:40:00 PM,098XX S EWING AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0432,004,10,52,01A,1202130,1840430,2016,10/25/2016 03:52:01 PM,41.716873697,-87.535282917,"(41.716873697, -87.535282917)"
22858,HZ478777,10/18/2016 07:05:00 AM,117XX S HALSTED ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0524,005,34,53,01A,1173094,1827146,2016,10/25/2016 03:52:01 PM,41.681109736,-87.642018411,"(41.681109736, -87.642018411)"
22784,HZ433507,09/14/2016 11:08:00 AM,026XX E 75TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0334,003,7,43,01A,1194900,1855736,2016,10/25/2016 03:49:32 PM,41.759055505,-87.561259676,"(41.759055505, -87.561259676)"
22096,HY422355,09/14/2015 12:43:00 AM,108XX S MORGAN ST,0110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,true,false,2234,022,34,75,01A,1171584,1832762,2015,10/25/2016 03:49:32 PM,41.696554057,-87.647382098,"(41.696554057, -87.647382098)"
